id,host_id,latitude,longitude,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,bedrooms,host_listings_count,calculated_host_listings_count_shared_rooms,minimum_nights_avg_ntm,maximum_nights_avg_ntm,property_type,host_location,host_response_time,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type.1,room_type,first_review,last_review,instant_bookable,has_availability
9199346,8043437,38.90476,-77.02751,100,100,7,1,1,1,77,31,365,0,14,44,280,100,3,0,4.61,4.75,4.6,4.79,4.91,4.93,4.68,7,0,7,0.86,186,14322,1,7,0,31,1125,Private room in home,"Washington, DC",within an hour,f,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Private room in home,Private room,03/10/2019,26/12/2024,t,t
9260413,3106861,38.91528389,-77.01483037,100,57,1,4,2.5,3,180,30,90,0,15,45,61,10,2,1,5,5,5,5,5,5,5,1,1,0,0.42,120,21600,3,1,0,30,90,Entire townhouse,"Washington, DC",within a day,f,f,"Howard University, Le Droit Park, Cardozo/Shaw",Entire townhouse,Entire home/apt,07/09/2023,30/05/2025,f,t
9283035,13410248,38.88161,-76.9876,100,86,4,4,1,3,116,28,186,2,2,23,77,148,8,0,4.86,4.9,4.89,4.96,4.97,4.9,4.83,1,1,0,1.27,255,29580,1,1,0,28,186,Entire guest suite,"Washington, DC",within a few hours,t,t,"Capitol Hill, Lincoln Park",Entire guest suite,Entire home/apt,03/10/2019,24/04/2025,f,t
9295290,48259132,38.91887,-77.01405,100,99,2,3,1,1,153,2,180,13,43,73,253,54,17,3,4.93,4.96,4.96,4.98,5,4.87,4.91,2,2,0,0.48,102,15606,1,2,0,2.3,1125,Entire townhouse,"Washington, DC",within an hour,t,f,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire townhouse,Entire home/apt,03/12/2016,08/06/2025,f,t
9329121,10292686,38.89342,-77.00082,100,87,31,4,1,1,119,31,365,0,0,0,159,70,0,0,4.77,4.86,4.84,4.96,4.91,4.97,4.8,16,16,0,0.61,0,12338,2,21,0,31,365,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,03/10/2019,06/08/2023,f,t
9360247,48566288,38.95758,-77.00857,100,0,2,4,1,2,108,31,1125,30,60,90,365,0,0,0,4.85,4.9,4.86,4.94,4.94,4.88,4.8,2,1,1,0,0,0,0,2,0,31,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Takoma, Brightwood, Manor Park",Entire rental unit,Entire home/apt,03/10/2019,09/06/2025,f,t
9363284,46630199,38.91279,-77.04598,99,98,316,4,2,2,207,3,105,12,33,57,140,241,28,4,4.85,4.86,4.88,4.88,4.96,4.98,4.73,85,85,0,2.07,168,34776,2,88,0,2.6,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,12/03/2015,01/06/2025,f,t
9371337,19684173,38.94756,-77.02518,100,100,3,4,1,2,74,1,1125,3,11,29,279,97,8,1,4.75,4.86,4.85,4.98,4.91,4.76,4.65,2,2,0,0.84,48,3552,1,3,0,1,1125,Entire home,"Washington, D.C., DC",within an hour,t,t,"Brightwood Park, Crestwood, Petworth",Entire home,Entire home/apt,03/10/2019,26/05/2025,f,t
9410545,138459,38.91766,-77.04598,100,98,18,2,1,1,229,1,30,27,54,81,328,2,0,0,5,5,5,5,5,5,3.5,11,0,11,0.02,0,0,1,16,0,1,1125,Private room in bed and breakfast,"Washington, DC",within an hour,t,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Private room in bed and breakfast,Private room,03/10/2019,05/11/2022,t,t
9428134,37580895,38.89935,-77.05165,63,30,9,4,1,2,135,31,1125,0,24,54,329,34,1,1,4.71,4.79,4.65,4.52,4.76,4.85,4.58,1,1,0,0.31,62,8370,1,2,0,31,1125,Entire rental unit,"Edenton, NC",within a day,f,f,"West End, Foggy Bottom, GWU",Entire rental unit,Entire home/apt,07/11/2016,21/05/2025,f,t
9430567,3448315,38.92388,-77.04436,100,100,15,12,2.5,6,575,31,1125,1,2,2,173,58,0,0,4.74,4.79,4.64,4.91,4.93,4.98,4.66,12,5,7,0.52,0,0,5,15,0,31,1125,Entire townhouse,"Washington, DC",within an hour,f,f,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire townhouse,Entire home/apt,04/12/2016,28/05/2022,f,t
9473056,13716353,38.89165,-76.99154,100,88,1,2,1,2,103,31,1125,0,21,35,291,24,2,0,4.96,4.92,5,5,5,4.96,4.92,1,1,0,0.21,124,12772,1,1,0,31,1125,Entire guest suite,"Washington, DC",within a day,t,t,"Capitol Hill, Lincoln Park",Entire guest suite,Entire home/apt,02/08/2016,13/04/2025,f,t
9486921,49170773,38.94146,-76.98618,100,67,1,2,1,1,76,1,20,8,17,17,17,194,10,0,4.77,4.8,4.79,4.9,4.94,4.63,4.74,1,1,0,1.68,60,4560,1,1,0,1.3,20,Entire guest suite,"Washington, DC",within an hour,t,t,"North Michigan Park, Michigan Park, University Heights",Entire guest suite,Entire home/apt,03/10/2019,15/12/2024,f,t
9489305,2851775,38.910903,-77.085703,100,100,1,2,1,2,266,3,1125,30,60,90,365,27,3,1,4.41,4.63,4.7,4.67,4.7,4.77,4.52,1,1,0,0.23,18,4788,2,1,0,3,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",Entire rental unit,Entire home/apt,03/10/2019,08/06/2025,f,t
9644823,5096803,38.83988,-76.99506,100,98,7,3,1,1,95,31,60,27,57,87,362,150,0,0,4.72,4.85,4.78,4.87,4.89,4.25,4.73,1,1,0,1.32,0,0,0,1,0,31,1125,Entire guest suite,"Washington, DC",within an hour,f,f,"Congress Heights, Bellevue, Washington Highlands",Entire guest suite,Entire home/apt,02/05/2016,02/07/2023,f,t
9704912,36275317,38.91602,-77.00311,100,50,1,4,1,1,119,30,365,0,0,0,167,28,4,1,4.89,4.85,4.75,5,5,4.45,4.6,1,1,0,0.26,240,12338,2,1,0,30,365,Entire townhouse,"Washington, DC",within a few hours,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire townhouse,Entire home/apt,03/10/2019,31/05/2025,f,t
9732220,44218721,38.92671,-77.05426,100,100,1,4,1,1,176,2,1125,7,30,54,314,391,56,3,4.93,4.94,4.88,4.96,4.96,4.98,4.87,1,1,0,3.48,255,44880,1,1,0,2,1125,Entire home,"Washington, DC",within an hour,t,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home,Entire home/apt,03/10/2019,04/06/2025,t,t
9854986,22239362,38.89519,-76.98655,100,99,3,2,1,1,95,2,14,20,42,69,335,566,44,3,4.91,4.95,4.93,4.98,4.96,4.86,4.86,2,2,0,4.89,255,24225,0,3,0,2,1125,Entire home,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire home,Entire home/apt,03/10/2019,31/05/2025,f,t
9855531,20371167,38.86442,-76.98809,100,100,3,2,1,1,65,3,40,14,14,14,14,245,7,2,4.79,4.91,4.78,4.92,4.88,4.42,4.8,2,0,2,2.16,42,2730,1,2,0,3,1125,Private room in home,"Washington, DC",within an hour,f,t,Historic Anacostia,Private room in home,Private room,03/02/2016,26/05/2025,f,t
9855547,20371167,38.86547,-76.9873,100,100,3,2,1,1,54,3,40,10,10,10,10,297,8,2,4.74,4.84,4.72,4.89,4.89,4.47,4.73,2,0,2,2.58,48,2592,1,2,0,3,1125,Private room in home,"Washington, DC",within an hour,f,t,Historic Anacostia,Private room in home,Private room,03/10/2019,31/05/2025,f,t
9907100,3197708,38.94156,-77.03125,90,100,1,4,1,1,91,3,730,2,7,24,24,72,12,1,4.79,4.94,4.83,4.97,4.9,4.8,4.86,1,1,0,0.67,72,6552,1,1,0,3,1125,Entire rental unit,"Washington, DC",within an hour,f,f,"Brightwood Park, Crestwood, Petworth",Entire rental unit,Entire home/apt,03/10/2019,26/05/2025,f,t
9920493,14692970,38.92446,-77.04199,100,47,14,3,1,2,102,4,729,1,17,47,322,43,11,1,4.37,4.53,4.51,4.42,4.53,4.81,4.35,5,5,0,0.39,88,8976,1,5,0,4,729,Entire condo,"Washington, DC",within a few hours,f,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire condo,Entire home/apt,03/10/2019,24/05/2025,f,t
9954831,16644446,38.90141,-77.02239,100,98,186,5,2,3,280,3,30,12,38,68,179,31,7,0,4.71,4.68,4.58,4.77,4.77,4.94,4.52,26,26,0,0.27,42,11760,2,75,0,3,30,Entire rental unit,United States,within an hour,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire rental unit,Entire home/apt,03/08/2016,07/04/2025,f,t
9973170,27550391,38.90915,-77.06228,100,100,2,4,1,2,159,1,730,2,18,48,149,373,62,3,4.97,4.95,4.95,4.99,4.98,4.99,4.89,2,2,0,3.28,255,40545,1,2,0,1,730,Floor,"Washington, DC",within an hour,t,t,"Georgetown, Burleith/Hillandale",Floor,Entire home/apt,03/10/2019,12/06/2025,f,t
10021464,16644446,38.89721,-77.01883,100,98,186,5,2,3,448,3,90,18,48,78,164,24,6,0,4.96,4.92,4.96,4.79,4.92,5,4.88,26,26,0,0.22,36,16128,2,75,0,3,90,Entire serviced apartment,United States,within an hour,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire serviced apartment,Entire home/apt,03/10/2019,09/04/2025,f,t
10021714,16644446,38.89767,-77.0257,100,98,186,5,2,3,492,3,365,12,38,68,158,74,5,0,4.85,4.88,4.73,4.84,4.88,4.97,4.65,26,26,0,0.65,30,14760,2,75,0,3,365,Entire serviced apartment,United States,within an hour,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire serviced apartment,Entire home/apt,03/10/2019,26/02/2025,f,t
10021958,16644446,38.89691,-77.01687,100,98,186,5,1,1,119,3,365,18,44,74,164,12,2,0,4.33,4.08,4.5,4.75,4.58,5,4.42,26,26,0,0.11,12,12338,2,75,0,3,365,Entire serviced apartment,United States,within an hour,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire serviced apartment,Entire home/apt,03/10/2019,15/01/2025,f,t
10059402,16644446,38.90067,-77.02328,100,98,186,5,2,3,280,3,30,18,48,78,185,38,7,2,4.84,4.68,4.84,4.87,4.89,4.89,4.79,26,26,0,0.33,42,11760,2,75,0,3,30,Entire rental unit,United States,within an hour,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire rental unit,Entire home/apt,02/09/2016,02/06/2025,f,t
10059484,16644446,38.89485,-77.02404,100,98,186,5,2,3,328,3,90,12,38,68,153,3,0,0,3.67,3.67,4.33,3.67,3.67,3.67,4,26,26,0,0.03,0,0,2,75,0,3,90,Entire serviced apartment,United States,within an hour,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire serviced apartment,Entire home/apt,03/10/2016,13/04/2017,f,t
10059646,16644446,38.89804,-77.02351,100,98,186,5,2,3,280,3,90,18,44,74,185,19,6,1,4.79,4.79,4.79,4.95,4.89,5,4.63,26,26,0,0.17,36,10080,2,75,0,3,90,Entire rental unit,United States,within an hour,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire rental unit,Entire home/apt,05/11/2016,04/06/2025,f,t
10082572,46722229,38.9659,-77.00427,100,100,2,4,1,2,89,30,1125,0,0,0,137,139,6,0,4.73,4.82,4.87,4.91,4.95,4.58,4.78,1,1,0,1.21,255,22695,2,1,0,30,1125,Entire home,"Washington, DC",within an hour,t,t,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Entire home,Entire home/apt,03/10/2019,07/03/2025,f,t
10097934,25197983,38.91216,-77.02359,80,99,3,6,2.5,2,305,2,365,5,5,5,189,381,41,1,4.78,4.83,4.8,4.92,4.87,4.86,4.73,1,1,0,3.32,246,75030,2,1,0,2,1125,Entire home,"Washington, DC",within an hour,t,f,"Shaw, Logan Circle",Entire home,Entire home/apt,03/10/2019,22/05/2025,t,t
10104715,51854674,38.89019,-76.93841,100,98,1,2,1,1,66,1,1125,0,0,0,0,36,1,0,4.83,5,4.81,4.97,4.97,4.39,4.86,1,1,0,0.34,6,396,1,1,0,1,1125,Entire guest suite,"Washington, DC",within an hour,f,t,"River Terrace, Benning, Greenway, Dupont Park",Entire guest suite,Entire home/apt,10/03/2016,31/01/2025,f,t
10311634,53056625,38.9225,-77.0409,100,81,1,2,1,1,180,3,1125,20,39,69,69,77,7,0,4.83,4.94,4.9,5,4.97,4.95,4.8,1,1,0,0.69,42,7560,1,1,0,1.6,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire rental unit,Entire home/apt,03/10/2019,17/05/2025,f,t
10359296,3725621,38.93216,-76.98876,100,99,5,2,1,1,119,31,120,0,0,0,43,3,0,0,5,5,5,5,4.67,4.33,5,2,0,2,0.03,0,12338,1,3,0,31,120,Private room in home,"Washington, DC",within an hour,f,t,"Brookland, Brentwood, Langdon",Private room in home,Private room,03/10/2019,02/10/2023,t,t
10384001,44636030,38.89257,-77.00035,100,92,3,4,2,2,157,3,7,12,32,62,62,230,31,1,4.79,4.86,4.89,4.93,4.86,4.96,4.79,1,0,1,2.04,186,29202,2,1,0,3.9,7,Private room in townhouse,"Washington, DC",within an hour,f,t,"Union Station, Stanton Park, Kingman Park",Private room in townhouse,Private room,03/10/2019,02/06/2025,f,t
10405545,53580080,38.8874605,-76.9992831,100,100,15,2,1,1,135,2,365,6,14,20,249,188,43,1,4.91,4.92,4.94,4.96,4.95,4.94,4.78,12,12,0,1.67,255,34425,0,14,0,1.3,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,03/11/2016,14/06/2025,f,t
10429628,53719149,38.8944,-76.99769,100,85,2,3,1,1,155,3,1125,2,2,20,278,22,7,0,4.91,4.95,5,5,4.95,4.95,4.82,1,1,0,0.22,42,6510,1,1,0,3,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,03/10/2019,25/04/2025,f,t
10436526,53759813,38.92675,-77.02872,100,100,2,6,2,4,149,2,1125,15,28,45,264,318,9,2,4.87,4.91,4.88,4.94,4.93,4.87,4.82,1,1,0,2.81,54,8046,1,1,0,2,1125,Entire rental unit,"Washington, DC",within an hour,t,f,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,03/07/2016,10/06/2025,t,t
10453467,53857552,38.94347,-77.03499,100,98,1,2,1,1,119,31,1125,0,0,0,167,65,0,0,4.97,4.94,4.97,5,5,4.83,4.88,1,0,1,0.57,0,12338,1,1,0,31,1125,Private room in home,"Washington, DC",within a day,f,t,"Brightwood Park, Crestwood, Petworth",Private room in home,Private room,03/10/2019,27/05/2019,f,t
10499601,32601513,38.91218,-77.08784,100,0,4,2,1,1,115,90,730,4,34,58,251,3,1,0,4,5,5,5,5,4.67,4.67,1,1,0,0.04,180,20700,1,1,0,90,730,Entire rental unit,"Miami, FL",within a day,f,t,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",Entire rental unit,Entire home/apt,06/01/2019,10/08/2024,f,t
10526371,18393059,38.88299,-77.00673,100,100,9,4,1,2,202,1,100,13,27,43,305,615,63,3,4.96,4.96,4.95,4.95,4.95,4.97,4.89,3,3,0,5.51,255,51510,1,8,0,3,1125,Entire townhouse,United States,within an hour,t,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,03/10/2019,31/05/2025,t,t
10542403,54362762,38.89909,-76.98726,100,100,1,4,1,2,141,3,320,12,23,26,26,327,38,4,4.97,4.98,4.98,4.97,4.99,4.82,4.94,1,1,0,2.99,228,32148,1,1,0,2.9,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,03/10/2019,11/06/2025,f,t
10543751,53580080,38.88759,-76.99931,100,100,15,2,1,1,157,31,1125,6,14,20,254,56,0,0,4.96,4.98,4.91,4.93,4.96,4.96,4.8,12,12,0,0.5,0,0,0,14,0,31,1125,Entire serviced apartment,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire serviced apartment,Entire home/apt,03/10/2019,16/07/2023,f,t
10543985,53580080,38.8874721,-76.999219,100,100,15,4,1,2,262,2,1125,0,0,0,168,129,36,0,4.82,4.92,4.86,4.94,4.96,4.93,4.73,12,12,0,1.14,216,56592,1,14,0,1.3,1125,Entire serviced apartment,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire serviced apartment,Entire home/apt,03/03/2016,13/04/2025,f,t
10544363,53580080,38.88745,-76.99925,100,100,15,4,1,2,314,2,1125,0,0,0,168,82,7,0,4.82,4.93,4.85,4.94,4.87,4.99,4.71,12,12,0,0.73,42,13188,1,14,0,1.3,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,03/12/2016,16/02/2025,f,t
10551108,46282344,38.88231,-76.99749,90,100,1,4,1,1,119,2,1125,0,0,0,0,151,9,2,4.93,4.98,4.93,4.98,5,4.99,4.83,1,1,0,1.34,54,12338,1,1,0,2,1125,Entire rental unit,"Washington, DC",within a few hours,f,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,03/10/2019,22/05/2025,f,t
10617103,5326343,38.88255,-77.02036,100,0,1,9,3.5,4,385,31,1125,29,59,89,364,178,0,0,4.87,4.9,4.87,4.98,4.93,4.94,4.79,1,1,0,1.58,0,0,4,1,0,31,1125,Entire townhouse,"Washington, DC",within an hour,f,f,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire townhouse,Entire home/apt,03/07/2016,15/07/2023,t,t
10626368,16794398,38.88335,-76.9851,100,99,1,2,1,1,124,2,14,4,12,31,176,530,63,3,4.85,4.93,4.84,4.95,4.94,4.92,4.87,1,1,0,4.67,255,31620,0,1,0,1,14,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,03/10/2019,30/05/2025,t,t
10654687,52821397,38.93469,-76.9768,100,99,2,4,1,1,95,2,31,0,0,0,73,69,29,4,4.91,4.96,4.9,5,5,4.79,4.93,1,1,0,0.61,174,16530,1,2,0,2,1125,Entire guest suite,"Washington, DC",within an hour,t,t,"Brookland, Brentwood, Langdon",Entire guest suite,Entire home/apt,03/10/2019,08/06/2025,f,t
10694497,55252534,38.93834,-77.02664,100,91,1,4,1,1,144,2,30,19,49,79,259,142,9,0,4.8,4.94,4.9,4.89,4.85,4.91,4.73,1,1,0,1.45,54,7776,1,1,0,2,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Brightwood Park, Crestwood, Petworth",Entire rental unit,Entire home/apt,06/11/2017,06/04/2025,f,t
10785957,13959136,38.90048774,-77.00092555,100,70,1,7,1,1,119,3,30,10,40,64,238,10,4,0,5,5,5,5,5,4.9,4.7,1,1,0,0.1,24,12338,3,1,0,3,30,Entire townhouse,"Washington, DC",within a few hours,f,t,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,03/10/2019,22/04/2025,f,t
10788926,55825734,38.93024,-77.03898,100,98,3,5,2,2,223,1,28,17,47,75,243,172,17,1,4.9,4.94,4.85,4.95,4.91,4.96,4.81,1,1,0,1.62,102,22746,2,2,0,1.3,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,03/10/2019,31/05/2025,f,t
10860997,46326018,38.89411,-76.98617,100,97,5,2,1.5,1,128,2,360,0,0,0,0,117,9,0,4.94,4.98,4.93,4.92,4.91,4.72,4.87,3,0,3,1.09,54,6912,1,4,0,2,360,Private room in townhouse,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Private room in townhouse,Private room,08/10/2016,25/04/2025,f,t
10875641,344019,38.94221878,-77.05854797,50,6,2,4,1,1,119,2,1125,0,0,29,300,86,0,0,4.66,4.76,4.84,4.88,4.81,4.95,4.58,1,1,0,0.76,0,12338,2,1,0,2,1125,Entire rental unit,"Washington, DC",within a day,f,f,"North Cleveland Park, Forest Hills, Van Ness",Entire rental unit,Entire home/apt,03/10/2019,20/05/2024,f,t
10882532,15376899,38.93118,-77.03405,100,98,5,2,1,2,245,180,1125,30,60,90,365,37,0,0,4.81,4.92,4.68,4.84,4.92,4.84,4.65,1,1,0,0.32,0,0,0,2,0,180,1125,Entire condo,"Seattle, WA",within an hour,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire condo,Entire home/apt,02/06/2016,01/04/2022,f,t
10978189,24669071,38.9171,-77.00989,100,100,1,6,1,1,119,4,29,5,5,6,6,264,26,5,4.97,4.97,4.97,4.99,5,4.87,4.89,1,1,0,2.39,208,12338,2,1,0,4,29,Entire rental unit,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,03/10/2019,16/06/2025,f,t
10999657,53610057,38.93031,-77.07285,100,87,5,6,2,4,253,31,1125,13,23,53,143,160,2,0,4.86,4.91,4.87,4.92,4.91,4.96,4.83,1,1,0,1.46,124,31372,2,5,0,31,1125,Entire home,"Berryville, VA",within an hour,f,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home,Entire home/apt,03/10/2019,19/08/2024,f,t
11036034,57270424,38.93628,-77.05768,57,0,1,2,1,1,65,60,1125,0,3,3,196,6,0,0,4.67,4.83,4.67,4.67,4.83,5,5,1,1,0,0.05,0,0,1,1,0,60,1125,Entire rental unit,"Washington, DC",within a day,f,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire rental unit,Entire home/apt,03/10/2019,15/11/2019,f,t
11126528,57817556,38.88267,-76.99885,100,97,1,4,1,1,119,2,28,0,0,0,0,376,23,3,4.98,4.98,4.97,4.99,4.98,4.99,4.9,1,1,0,3.32,138,12338,1,1,0,2,1125,Entire guest suite,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire guest suite,Entire home/apt,03/04/2016,01/06/2025,f,t
